pt_code,brand,model,page,table_id,current_family,current_family_key,audit_issue_type,final_verdict,correct_family,correct_family_key,primary_context_action,alternate_contexts_to_keep,confidence,layout_evidence,reason,safe_to_apply
50002290,FERROLI,VN250,336,PDF_P0336_71107FF20F,JOLLY TOP 3V SENZA MANTELLO PER APPLICAZIONI AD INCASSO *,FERROLI_JOLLY_TOP_3V_SENZA_MANTELLO_PER_APPLICAZIONI_AD_INCASSO,CONFLICTING_CONTEXTS,CORRECT,JOLLY TOP 3V SENZA MANTELLO PER APPLICAZIONI AD INCASSO *,FERROLI_JOLLY_TOP_3V_SENZA_MANTELLO_PER_APPLICAZIONI_AD_INCASSO,keep_primary,[],0.99,"PT bbox=[99.358, 202.894, 133.865, 213.378] pagina=336; modello 'VN250' bbox=[138.48, 204.035, 194.474, 212.389]; titolo 'JOLLY TOP 3V SENZA MANTELLO PER APPLICAZIONI AD INCASSO *' bbox=[96.6, 158.433, 272.682, 167.268]; gap verticale=40.9, orizzontale=68.0","PT, modello e heading della family corrente coincidono nello stesso blocco geometrico.",False
50002306,FERROLI,VN350,336,PDF_P0336_71107FF20F,JOLLY TOP 3V SENZA MANTELLO PER APPLICAZIONI AD INCASSO *,FERROLI_JOLLY_TOP_3V_SENZA_MANTELLO_PER_APPLICAZIONI_AD_INCASSO,CONFLICTING_CONTEXTS,CORRECT,JOLLY TOP 3V SENZA MANTELLO PER APPLICAZIONI AD INCASSO *,FERROLI_JOLLY_TOP_3V_SENZA_MANTELLO_PER_APPLICAZIONI_AD_INCASSO,keep_primary,[],0.99,"PT bbox=[99.36, 211.893, 133.867, 222.376] pagina=336; modello 'VN350' bbox=[138.48, 213.035, 194.474, 221.389]; titolo 'JOLLY TOP 3V SENZA MANTELLO PER APPLICAZIONI AD INCASSO *' bbox=[96.6, 158.433, 272.682, 167.268]; gap verticale=49.9, orizzontale=68.0","PT, modello e heading della family corrente coincidono nello stesso blocco geometrico.",False
50002313,FERROLI,VN500,336,PDF_P0336_71107FF20F,JOLLY TOP 3V SENZA MANTELLO PER APPLICAZIONI AD INCASSO *,FERROLI_JOLLY_TOP_3V_SENZA_MANTELLO_PER_APPLICAZIONI_AD_INCASSO,CONFLICTING_CONTEXTS,CORRECT,JOLLY TOP 3V SENZA MANTELLO PER APPLICAZIONI AD INCASSO *,FERROLI_JOLLY_TOP_3V_SENZA_MANTELLO_PER_APPLICAZIONI_AD_INCASSO,keep_primary,[],0.99,"PT bbox=[99.36, 220.893, 133.867, 231.376] pagina=336; modello 'VN500' bbox=[138.48, 222.035, 194.474, 230.389]; titolo 'JOLLY TOP 3V SENZA MANTELLO PER APPLICAZIONI AD INCASSO *' bbox=[96.6, 158.433, 272.682, 167.268]; gap verticale=58.9, orizzontale=68.0","PT, modello e heading della family corrente coincidono nello stesso blocco geometrico.",False
50002320,FERROLI,VN700,336,PDF_P0336_71107FF20F,JOLLY TOP 3V SENZA MANTELLO PER APPLICAZIONI AD INCASSO *,FERROLI_JOLLY_TOP_3V_SENZA_MANTELLO_PER_APPLICAZIONI_AD_INCASSO,CONFLICTING_CONTEXTS,CORRECT,JOLLY TOP 3V SENZA MANTELLO PER APPLICAZIONI AD INCASSO *,FERROLI_JOLLY_TOP_3V_SENZA_MANTELLO_PER_APPLICAZIONI_AD_INCASSO,keep_primary,[],0.99,"PT bbox=[99.36, 229.893, 133.867, 240.376] pagina=336; modello 'VN700' bbox=[138.48, 231.035, 194.441, 239.389]; titolo 'JOLLY TOP 3V SENZA MANTELLO PER APPLICAZIONI AD INCASSO *' bbox=[96.6, 158.433, 272.682, 167.268]; gap verticale=67.9, orizzontale=68.0","PT, modello e heading della family corrente coincidono nello stesso blocco geometrico.",False
50002375,FERROLI,502-503,337,PDF_P0337_FF6B3A71E1,ADATTATORE A MURO PER SCATOLE INCASSO 503,FERROLI_ADATTATORE_A_MURO_PER_SCATOLE_INCASSO_503,LAYOUT_REVIEW_REQUIRED,MULTIPLE_VALID_CONTEXTS,ADATTATORE A MURO PER SCATOLE INCASSO 503,FERROLI_ADATTATORE_A_MURO_PER_SCATOLE_INCASSO_503,keep_primary_keep_valid_alternates,"[{""family"":""TERMOSTATO CON DISPLAY"",""family_key"":""FERROLI_TERMOSTATO_CON_DISPLAY"",""page"":337,""table_id"":""PDF_P0337_F3A96B7D8A"",""table_title"":""Termostato con display"",""evidence"":""PT bbox=[382.68, 130.893, 417.187, 141.376] pagina=337; modello '502503' bbox=[444.36, 132.035, 466.585, 140.389]; titolo 'Termostato con display' bbox=[379.918, 68.433, 455.854, 77.268]; gap verticale=58.9, orizzontale=18.0""}]",0.99,"PT bbox=[382.68, 130.893, 417.187, 141.376] pagina=337; modello '502503' bbox=[444.36, 132.035, 466.585, 140.389]; titolo 'Adattatore a muro per scatole INCASSO 503' bbox=[379.92, 113.433, 513.821, 122.268]; gap verticale=13.9, orizzontale=46.9",Il layout localizza il prodotto sia nel contesto primario sia in contesti alternativi distinti.,False
50002382,FERROLI,TE / TER,337,PDF_P0337_9C0B75AEC9,TERMOSTATO CON DISPLAY,FERROLI_TERMOSTATO_CON_DISPLAY,LAYOUT_REVIEW_REQUIRED,CORRECT,TERMOSTATO CON DISPLAY,FERROLI_TERMOSTATO_CON_DISPLAY,keep_primary,[],0.99,"PT bbox=[382.683, 94.894, 417.19, 105.378] pagina=337; modello 'TETER' bbox=[442.92, 96.035, 467.966, 104.389]; titolo 'Termostato con display' bbox=[379.918, 68.433, 455.854, 77.268]; gap verticale=22.9, orizzontale=17.9","PT, modello e heading della family corrente coincidono nello stesso blocco geometrico.",False
50002436,FERROLI,MP,336,PDF_P0336_3A7B6D4F7F,COMANDO MASTER A PARETE,FERROLI_COMANDO_MASTER_A_PARETE,LAYOUT_REVIEW_REQUIRED,AMBIGUOUS,COMANDO MASTER A PARETE,FERROLI_COMANDO_MASTER_A_PARETE,no_change,[],0.55,"PT bbox=[382.68, 202.893, 417.187, 213.376] pagina=336; modello non localizzato sulla stessa riga; titolo 'Comando master a parete' bbox=[379.92, 185.433, 459.436, 194.268]; gap verticale=13.9, orizzontale=19.7",Il layout non collega con sufficiente certezza il PT/modello a un heading di family.,False
50002450,FERROLI,CM FC 3V,336,PDF_P0336_2DDA293598,COMMUTATORI A BORDO UNITÀ,FERROLI_COMMUTATORI_A_BORDO_UNITA,LAYOUT_REVIEW_REQUIRED,CORRECT,COMMUTATORI A BORDO UNITÀ,FERROLI_COMMUTATORI_A_BORDO_UNITA,keep_primary,[],0.99,"PT bbox=[99.363, 274.894, 133.87, 285.378] pagina=336; modello 'CMFC3V' bbox=[157.92, 276.035, 186.48, 284.389]; titolo 'Commutatori a bordo unità' bbox=[96.602, 248.43, 181.679, 257.268]; gap verticale=22.9, orizzontale=22.5","PT, modello e heading della family corrente coincidono nello stesso blocco geometrico.",False
50002474,FERROLI,TERN-N,336,PDF_P0336_5FA5CEE697,TERMOSTATO EVOLUTO PER INSTALLAZIONE REMOTA A PARETE,FERROLI_TERMOSTATO_EVOLUTO_PER_INSTALLAZIONE_REMOTA_A_PARETE,LAYOUT_REVIEW_REQUIRED,CORRECT,TERMOSTATO EVOLUTO PER INSTALLAZIONE REMOTA A PARETE,FERROLI_TERMOSTATO_EVOLUTO_PER_INSTALLAZIONE_REMOTA_A_PARETE,keep_primary,[],0.99,"PT bbox=[99.363, 382.894, 133.87, 393.378] pagina=336; modello 'TERNN' bbox=[160.56, 384.035, 183.697, 392.389]; titolo 'Termostato evoluto per installazione remota a parete' bbox=[96.602, 365.43, 266.774, 374.265]; gap verticale=13.9, orizzontale=65.1","PT, modello e heading della family corrente coincidono nello stesso blocco geometrico.",False
50002481,FERROLI,3V,336,PDF_P0336_3EECEDCC04,MODULO DI POTENZA 3V,FERROLI_MODULO_DI_POTENZA_3V,LAYOUT_REVIEW_REQUIRED,AMBIGUOUS,MODULO DI POTENZA 3V,FERROLI_MODULO_DI_POTENZA_3V,no_change,[],0.55,"PT bbox=[382.68, 139.893, 417.187, 150.376] pagina=336; modello non localizzato sulla stessa riga; titolo 'MODULO DI POTENZA 3V' bbox=[379.92, 122.433, 446.655, 131.268]; gap verticale=13.9, orizzontale=13.4",Il layout non collega con sufficiente certezza il PT/modello a un heading di family.,False
50003440,AERMEC,250,340,PDF_P0340_3A9A31EC8D,FCZ ACT *,AERMEC_FCZ_ACT,CONFLICTING_CONTEXTS,CORRECT,FCZ ACT *,AERMEC_FCZ_ACT,keep_primary,[],0.99,"PT bbox=[382.68, 661.893, 417.187, 672.376] pagina=340; modello '250' bbox=[421.8, 663.035, 477.711, 671.389]; titolo 'FCZ ACT *' bbox=[379.918, 617.432, 403.781, 626.268]; gap verticale=40.9, orizzontale=8.1","PT, modello e heading della family corrente coincidono nello stesso blocco geometrico.",False
50003730,PANASONIC,U.I. S-1014PF3E,516,PDF_P0516_942184A6F9,PACI NX STANDARD CANALIZZATA,PANASONIC_PACI_NX_STANDARD_CANALIZZATA,GENERIC_PARENT_FAMILY,MULTIPLE_VALID_CONTEXTS,PACI NX STANDARD CANALIZZATA,PANASONIC_PACI_NX_STANDARD_CANALIZZATA,keep_primary_keep_valid_alternates,"[{""family"":""PACI NX ELITE CANALIZZATA"",""family_key"":""PANASONIC_PACI_NX_ELITE_CANALIZZATA"",""page"":519,""table_id"":""PDF_P0519_E758109F64"",""table_title"":""PACI NX ELITE canalizzata"",""evidence"":""PT bbox=[96.358, 256.774, 130.519, 267.258] pagina=519; modello 'S1014PF3E' bbox=[22.561, 257.796, 60.6, 265.76]; titolo 'PACI NX ELITE canalizzata' bbox=[93.6, 68.313, 173.432, 77.148]; gap verticale=184.9, orizzontale=20.1""}]",0.99,"PT bbox=[96.359, 256.774, 130.52, 267.258] pagina=516; modello 'S1014PF3E' bbox=[22.562, 257.796, 60.601, 265.76]; titolo 'PACI NX STANDARD canalizzata' bbox=[93.6, 68.313, 188.905, 77.148]; gap verticale=184.9, orizzontale=27.8",Il layout localizza il prodotto sia nel contesto primario sia in contesti alternativi distinti.,False
50003747,PANASONIC,U.I. S-3650PF3E,516,PDF_P0516_942184A6F9,PACI NX STANDARD CANALIZZATA,PANASONIC_PACI_NX_STANDARD_CANALIZZATA,GENERIC_PARENT_FAMILY,MULTIPLE_VALID_CONTEXTS,PACI NX STANDARD CANALIZZATA,PANASONIC_PACI_NX_STANDARD_CANALIZZATA,keep_primary_keep_valid_alternates,"[{""family"":""PACI NX ELITE CANALIZZATA"",""family_key"":""PANASONIC_PACI_NX_ELITE_CANALIZZATA"",""page"":519,""table_id"":""PDF_P0519_E758109F64"",""table_title"":""PACI NX ELITE canalizzata"",""evidence"":""PT bbox=[96.357, 166.773, 130.518, 177.257] pagina=519; modello 'S3650PF3E' bbox=[22.56, 167.795, 60.599, 175.759]; titolo 'PACI NX ELITE canalizzata' bbox=[93.6, 68.313, 173.432, 77.148]; gap verticale=94.9, orizzontale=20.1""}]",0.99,"PT bbox=[96.357, 166.773, 130.518, 177.257] pagina=516; modello 'S3650PF3E' bbox=[22.56, 167.795, 60.599, 175.759]; titolo 'PACI NX STANDARD canalizzata' bbox=[93.6, 68.313, 188.905, 77.148]; gap verticale=94.9, orizzontale=27.8",Il layout localizza il prodotto sia nel contesto primario sia in contesti alternativi distinti.,False
50003754,PANASONIC,U.I. S-6071PF3E,516,PDF_P0516_942184A6F9,PACI NX STANDARD CANALIZZATA,PANASONIC_PACI_NX_STANDARD_CANALIZZATA,GENERIC_PARENT_FAMILY,MULTIPLE_VALID_CONTEXTS,PACI NX STANDARD CANALIZZATA,PANASONIC_PACI_NX_STANDARD_CANALIZZATA,keep_primary_keep_valid_alternates,"[{""family"":""PACI NX ELITE CANALIZZATA"",""family_key"":""PANASONIC_PACI_NX_ELITE_CANALIZZATA"",""page"":519,""table_id"":""PDF_P0519_E758109F64"",""table_title"":""PACI NX ELITE canalizzata"",""evidence"":""PT bbox=[96.357, 184.773, 130.518, 195.257] pagina=519; modello 'S6071PF3E' bbox=[22.56, 185.795, 60.599, 193.759]; titolo 'PACI NX ELITE canalizzata' bbox=[93.6, 68.313, 173.432, 77.148]; gap verticale=112.9, orizzontale=20.1""}]",0.99,"PT bbox=[96.357, 184.773, 130.518, 195.257] pagina=516; modello 'S6071PF3E' bbox=[22.56, 185.795, 60.599, 193.759]; titolo 'PACI NX STANDARD canalizzata' bbox=[93.6, 68.313, 188.905, 77.148]; gap verticale=112.9, orizzontale=27.8",Il layout localizza il prodotto sia nel contesto primario sia in contesti alternativi distinti.,False
